EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
277,53,0.0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,1,Female,78,2,4,Manager,4,Married,15427,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,2,Risiko Rendah,1.5802959538491903,0.528921786704032
278,55,,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,-0.5872087381675947,-0.31614126224207145
279,55,0.0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Sangat Tinggi (>15000),> 5 Tahun,50+,11-20 km,2,Risiko Rendah,1.602849043070299,0.569585706595849
280,38,0.0,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,-0.9588455019077768,-1.5973172924284655
281,34,1.0,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,Risiko Sedang,-13.48514851973937,8.560702669222675
282,36,0.0,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,Sedang (5000-10000),> 5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.258742277542301,-1.433297119900848
283,57,0.0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,Sedang (5000-10000),1-2 Tahun,50+,21-30 km,2,Risiko Rendah,1.7493114369311067,0.06063356046672322
284,32,,Travel_Frequently,1318,Sales,10,4,Marketing,1,4,Male,79,3,2,Sales Executive,4,Single,4648,26075,8,Y,No,13,3,3,80,0,4,2,4,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-0.44776091086860287,-2.1035149529000683
285,36,0.0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.5675587453131492,0.6641864097459738
286,28,1.0,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.4306591829997126,-0.496327700202568
287,35,0.0,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,1.1004430491758939,-0.9422796383268627
288,27,0.0,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-0.9609166681756709,-1.807542657378059
289,31,,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,4,Male,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,2.4998166926820717,-0.18085679458305112
290,37,1.0,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-2.6628599089278002,-0.23047411793996697
291,46,,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,0.6082176639914074,-0.21617819450235765
292,50,1.0,Travel_Rarely,869,Sales,3,2,Marketing,1,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,2,Risiko Rendah,-2.77130245437903,-0.5764097580381555
293,45,0.0,Non-Travel,1195,Research & Development,2,2,Medical,1,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.329047150499453,-0.4399402256211502
294,27,0.0,Travel_Frequently,829,Sales,8,1,Marketing,1,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,0.7983218293860491,-0.36125737587604334
295,41,0.0,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,2.041116320120925,1.0347124041393283
296,30,0.0,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.4058978180420628,-1.0522126653321213
297,32,0.0,Non-Travel,862,Sales,2,1,Life Sciences,1,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,,2.2623178712205263,-1.92417403237344
298,55,0.0,Travel_Rarely,692,Research & Development,14,4,Medical,1,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,Sangat Tinggi (>15000),1-2 Tahun,50+,11-20 km,2,Risiko Rendah,1.1963702935428515,-0.14155811051985068
299,32,1.0,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,4,Male,79,3,2,Laboratory Technician,3,Married,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.9451002413300323,0.5693989663569614
300,54,0.0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,2.07153842565937,0.042437699020896204
301,44,1.0,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-1.6553618117381825,-0.9030056594385695
302,32,0.0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.626048384631919,-0.02447584895648074
303,25,,Travel_Rarely,1382,Sales,8,2,Other,1,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,2,Risiko Rendah,1.1828261567378213,0.9196269925916071
304,33,0.0,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,1,Risiko Sedang,-13.872176944544442,9.098186714926367
305,28,,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,-0.7737713855992816,0.8970239768540517
306,27,0.0,Non-Travel,691,Research & Development,9,3,Medical,1,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,Risiko Sedang,-13.667950243915964,8.848669791198185
307,33,0.0,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-2.9998294190540187,0.02937708096218732
308,47,1.0,Non-Travel,666,Research & Development,29,4,Life Sciences,1,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9,Tinggi (10000-15000),> 5 Tahun,40-49,21-30 km,2,Risiko Rendah,1.3380408587602919,1.6281610457707982
309,19,1.0,Non-Travel,504,Research & Development,10,3,Medical,1,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,,1.7029076294802554,-2.256574292462407
310,37,0.0,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-0.7188952123576763,-1.9833312811781416
311,56,0.0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,Tinggi (10000-15000),> 5 Tahun,50+,21-30 km,2,Risiko Rendah,-0.7437846006941797,-0.410640919289099
312,28,,Travel_Rarely,1217,Research & Development,1,3,Medical,1,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-1.0037025405326128,0.6378212614214384
313,34,,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.22607508237968174,1.1425167343408922
314,37,,Travel_Rarely,589,Sales,9,2,Marketing,1,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,1.302359698751844,0.9276657130550242
315,29,0.0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,-1.2048445931907368,-2.5237327587964224
316,38,0.0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,Tinggi (10000-15000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,1.542862693299982,1.3034559734456148
317,42,0.0,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,0.4894174849444553,0.04523815462363548
318,39,,Travel_Rarely,867,Research & Development,9,2,Medical,1,1,Male,87,3,2,Manufacturing Director,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.1701322261988374,1.2765254320706123
319,36,,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,2.55308402738976,-0.35472773176175165
320,54,0.0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,Tinggi (10000-15000),Baru Dipromosikan,50+,11-20 km,2,Risiko Rendah,1.0956641009466626,-0.3761171106746172
321,29,0.0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-0.43581405103329374,-0.17157831333934184
322,26,0.0,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.8093568442109862,0.8533078315397569
323,37,0.0,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,-0.6049244800512308,-0.1358054919566249
324,26,,Travel_Rarely,1167,Sales,5,3,Other,1,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,-1.3603350858518113,-0.402840252671907
325,31,0.0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.06940394305841752,-1.4045372393525517
326,41,,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,1.8674227264856176,1.2193744876301895
327,45,1.0,Travel_Frequently,306,Sales,26,4,Life Sciences,1,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,0.7488099510667795,0.8830654195809973
328,43,0.0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,2,Risiko Rendah,2.541602207932751,0.03311895914271237
329,29,0.0,Travel_Rarely,986,Research & Development,3,4,Medical,1,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,Tinggi (10000-15000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.4765212615749037,0.401898457424037
330,30,0.0,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.8536361419920095,-0.22856492074631543
331,40,0.0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.1671580929076468,1.148219773710904
332,30,,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,1.5276712522410578,0.5874362980591454
333,34,,Travel_Rarely,628,Research & Development,8,3,Medical,1,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.7398078022892537,0.0251163897591905
334,56,0.0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,Tinggi (10000-15000),> 5 Tahun,50+,6-10 km,2,Risiko Rendah,1.319328895553063,-0.2283204626022028
335,25,0.0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,Sedang (5000-10000),1-2 Tahun,< 30,11-20 km,2,Risiko Rendah,1.4552293405384347,0.9830153947271497
336,42,0.0,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.0126808750952834,-0.13343735202124674
337,32,0.0,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.1837115413205967,-0.3669492176904952
338,32,0.0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,0.7350222541582339,0.6199765682057982
339,55,0.0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,50+,11-20 km,2,Risiko Rendah,-1.0538835913909939,-1.5566944412868373
340,39,,Travel_Rarely,1387,Research & Development,10,5,Medical,1,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.9141565632732084,0.4687314302798733
341,44,,Travel_Frequently,1193,Research & Development,2,1,Medical,1,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,-1,Risiko Tinggi,,
342,41,,Non-Travel,552,Human Resources,4,3,Human Resources,1,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,1.2369089199735832,-0.05052014077022252
343,27,0.0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-1.158362906349148,0.5778561675520583
344,38,0.0,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,Risiko Sedang,-12.935598970435459,9.586890526446266
345,37,0.0,Travel_Frequently,1231,Sales,21,2,Medical,1,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,-0.651643868613708,0.470397606220274
346,36,,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.3456241429425929,-0.15328721136233017
347,26,0.0,Travel_Frequently,496,Research & Development,11,2,Medical,1,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,2,Risiko Rendah,-1.518614209308771,0.02161157999796304
348,37,,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,0.8658029736940915,0.9386019369666235
349,45,0.0,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.5051301641159371,-1.9940096944506673
350,26,0.0,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,3.3478081231846737,-2.51217300015016
351,41,0.0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-0.6393118150521009,-1.4609987841375816
352,19,0.0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,,2.2398207828976693,-1.8828986602652453
353,40,0.0,Travel_Rarely,630,Sales,4,4,Marketing,1,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.8097013476279108,0.10997146680329908
354,26,,Travel_Frequently,1096,Research & Development,6,3,Other,1,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,Rendah (< 5000),> 5 Tahun,< 30,6-10 km,2,Risiko Rendah,0.025825954615347216,0.0426958705578492
355,43,0.0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,0.502212351857788,0.02490308028862831
356,35,0.0,Non-Travel,727,Research & Development,3,3,Life Sciences,1,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,,1.726225916496715,-2.639296281632599
357,52,0.0,Travel_Rarely,621,Sales,3,4,Marketing,1,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,2,Risiko Rendah,1.6122983598436293,2.5150670150645458
358,49,0.0,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,Sedang (5000-10000),3-5 Tahun,40-49,11-20 km,2,Risiko Rendah,0.6728886807956859,1.7507436130897236
359,37,0.0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,0.2436034491969094,1.0971199721349079
360,43,0.0,Travel_Frequently,313,Research & Development,21,3,Medical,1,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,40-49,21-30 km,2,Risiko Rendah,-1.564252248562728,1.0075592931199597
361,22,,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,-1,Risiko Tinggi,,
362,23,0.0,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,2,Risiko Rendah,1.3155464556249965,-0.7293617573201086
363,55,0.0,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,Tinggi (10000-15000),Baru Dipromosikan,50+,6-10 km,2,Risiko Rendah,-0.07451313206756428,-2.333558810944499
