EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
208,31,0.0,Travel_Rarely,140,Research & Development,12,1,Medical,1,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,1,3929.0,3.25,1.0,0.4444444444444444,0,3.8709677419354835,0.125,0.375,1.7777777777777777,491.125,0.9677419354838709,0.0,0,Risiko Rendah (Cluster 0),-23.99961244007059,-0.37009605345820284
209,50,0.0,Travel_Frequently,1234,Research & Development,20,5,Medical,1,2,Male,41,3,4,Healthcare Representative,3,Married,11245,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13,Tinggi (10000-15000),> 5 Tahun,50+,11-20 km,1,2811.25,2.75,0.3076923076923077,10.0,0,6.451612903225806,0.12121212121212122,0.06060606060606061,30.0,85.18939393939394,2.150537634408602,0.3870967741935484,0,Risiko Rendah (Cluster 0),-2.443931777625493,9.577906367260791
210,58,0.0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,76,3,5,Research Director,1,Married,19701,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,1,3940.2,2.75,2.5,2.25,0,0.3225806451612903,0.15151515151515152,0.696969696969697,2.25,119.39999999999999,0.3225806451612903,0.1,0,Risiko Rendah (Cluster 0),-26.22605437013396,-0.5145405147205785
211,34,0.0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,0,2284.0,2.75,0.2222222222222222,9.0,3,7.419354838709677,0.18181818181818182,0.09090909090909091,27.0,207.63636363636363,0.0,0.8,0,Risiko Rendah (Cluster 0),-26.368044147338345,-0.21681904735511742
212,26,0.0,Travel_Rarely,572,Sales,10,3,Medical,1,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2342.0,2.75,1.0,2.5,3,3.225806451612903,0.3333333333333333,0.0,10.0,390.3333333333333,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.368132922983357,-0.24154080390237287
213,35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2194.0,2.25,0.5,0.6,2,0.47619047619047616,0.16666666666666666,0.3333333333333333,0.6,365.6666666666667,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.367920906324102,-0.24557596761423867
214,32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,3298.0,2.25,1.0,6.0,0,2.380952380952381,0.125,0.125,12.0,412.25,1.1904761904761905,0.0,0,Risiko Rendah (Cluster 0),-22.061393741994248,0.19230193382010616
215,35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,Rendah (< 5000),3-5 Tahun,30-39,21-30 km,0,4230.0,3.25,0.2,5.0,3,7.096774193548387,0.14285714285714285,0.14285714285714285,15.0,604.2857142857143,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.3679191918384,-0.23282510454160946
216,19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,2994.0,3.25,1.0,0.5,0,8.064516129032258,0.5,0.0,2.0,1497.0,2.0161290322580645,0.0,0,Risiko Rendah (Cluster 0),-6.969872811231403,3.6507222843523994
217,28,0.0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,0,4231.5,3.0,1.0,5.0,3,1.6129032258064515,0.2857142857142857,0.14285714285714285,5.0,604.5,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.368130094044123,-0.2427972494379802
218,32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,3466.6666666666665,3.25,0.3,7.0,2,1.9047619047619047,0.2,0.0,28.0,231.11111111111111,0.0,0.6,0,Risiko Rendah (Cluster 0),-26.368659989005696,-0.21857052342638492
219,43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,2781.0,3.0,0.6666666666666666,1.0,2,0.47619047619047616,0.15384615384615385,0.5384615384615384,4.0,213.92307692307693,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.368087573433613,-0.24596812088490377
220,24,0.0,Travel_Rarely,506,Research & Development,29,1,Medical,1,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,3907.0,2.25,0.5,3.0,4,7.073170731707318,0.14285714285714285,0.0,3.0,558.1428571428571,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.36758807828977,-0.24215638176475388
221,37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,2865.5,3.25,1.0,0.75,3,8.064516129032258,0.2,0.3,3.0,286.55,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.367721855120003,-0.24480842630108607
222,49,0.0,Travel_Rarely,301,Research & Development,22,4,Other,1,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,21-30 km,0,4103.25,2.0,2.0,1.0,3,7.096774193548387,0.14285714285714285,0.8214285714285714,2.0,146.54464285714286,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.366907338581214,-0.2683758505930068
223,38,0.0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,3276.5,3.0,2.0,0.1,3,0.6451612903225806,0.13333333333333333,0.8666666666666667,0.3,218.43333333333334,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368016518078893,-0.2540341825011134
224,30,0.0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,1,3173.5,3.0,0.4,11.0,0,8.181818181818182,0.15384615384615385,0.07692307692307693,44.0,244.1153846153846,2.0454545454545454,0.3333333333333333,0,Risiko Rendah (Cluster 0),-5.9708001225717755,8.160176726128396
225,53,0.0,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,Rendah (< 5000),3-5 Tahun,50+,6-10 km,1,1153.0,2.5,0.4,2.3333333333333335,0,5.454545454545454,0.14285714285714285,0.42857142857142855,7.0,82.35714285714286,1.8181818181818181,0.5,0,Risiko Rendah (Cluster 0),-11.756697434071734,1.8519272742217923
226,42,0.0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,0,2453.5,2.75,0.16666666666666666,10.0,3,0.3225806451612903,0.09523809523809523,0.0,30.0,116.83333333333333,0.0,0.5238095238095238,0,Risiko Rendah (Cluster 0),-26.36894302643399,-0.20855114273347758
227,30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2083.0,3.0,1.0,0.5,3,0.9677419354838709,0.5,0.0,1.5,1041.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368460442292132,-0.23662257418248292
228,31,0.0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,1,2,Research Scientist,1,Married,5003,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,2501.5,2.5,0.2222222222222222,5.0,3,0.3225806451612903,0.18181818181818182,0.0,5.0,227.4090909090909,0.0,0.7272727272727273,0,Risiko Rendah (Cluster 0),-26.368136701533714,-0.2335496798220458
229,25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,2413.0,2.75,1.0,0.5,0,6.129032258064516,0.5,0.0,1.0,1206.5,3.064516129032258,0.0,0,Risiko Rendah (Cluster 0),39.423438466365,6.954343334003612
230,53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,4149.5,2.5,0.4444444444444444,1.8,2,0.9523809523809523,0.1111111111111111,0.7222222222222222,3.6,115.26388888888889,0.0,0.8,0,Risiko Rendah (Cluster 0),-26.3678260788099,-0.24375461410826435
231,40,0.0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513,9060,4,Y,No,17,3,4,80,1,12,3,3,5,3,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,3256.5,3.5,2.0,1.0,3,0.3225806451612903,0.15384615384615385,0.5384615384615384,4.0,250.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368220848052264,-0.2502083672991556
232,32,0.0,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,2939.0,2.5,0.6666666666666666,1.75,3,1.6129032258064515,0.15384615384615385,0.38461538461538464,3.5,226.07692307692307,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.367970461439832,-0.2456026260344455
233,29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,2297.0,3.25,0.3333333333333333,1.0,3,3.225806451612903,0.3333333333333333,0.0,2.0,765.6666666666666,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368185422596948,-0.23746774359804065
234,42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Tinggi (10000-15000),> 5 Tahun,40-49,11-20 km,1,3439.5,2.0,0.2857142857142857,21.0,0,5.714285714285714,0.17391304347826086,0.043478260869565216,21.0,149.54347826086956,5.714285714285714,0.5909090909090909,0,Risiko Rendah (Cluster 0),391.0376888914002,79.89374430222493
235,34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,2553.0,3.25,0.5,2.5,3,5.161290322580645,0.14285714285714285,0.14285714285714285,10.0,364.7142857142857,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.36804591345181,-0.2411739732383797
236,28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,4936.0,3.25,1.0,2.5,3,2.5806451612903225,0.14285714285714285,0.14285714285714285,10.0,705.1428571428571,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36822366825098,-0.24368717739268286
237,43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,Sangat Tinggi (>15000),1-2 Tahun,40-49,11-20 km,1,4016.0,3.5,2.0,2.8333333333333335,0,5.161290322580645,0.17391304347826086,0.21739130434782608,11.333333333333334,174.6086956521739,1.2903225806451613,0.05555555555555555,0,Risiko Rendah (Cluster 0),-20.91828293280635,-0.5366599734363381
238,47,0.0,Non-Travel,543,Sales,2,4,Marketing,1,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2489.0,2.5,2.0,0.125,1,1.8181818181818181,0.4,0.6,0.25,497.8,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36782705800475,-0.2485943659581282
239,37,0.0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,3251.0,3.25,2.0,1.0,4,1.4634146341463417,0.25,0.25,4.0,406.375,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36823027033794,-0.24839899410272342
240,44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,2992.5,2.5,2.0,0.4,4,0.24390243902439027,0.18181818181818182,0.7272727272727273,1.2,272.04545454545456,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368047179560786,-0.2537858540794453
241,34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,2029.0,2.5,1.0,2.5,3,8.387096774193548,0.16666666666666666,0.0,7.5,338.1666666666667,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367625619701325,-0.24230702670190424
242,34,0.0,Travel_Frequently,735,Research & Development,22,4,Other,1,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,1,2873.5,3.0,0.2857142857142857,7.5,0,7.096774193548387,0.11764705882352941,0.058823529411764705,30.0,169.02941176470588,1.7741935483870968,0.375,0,Risiko Rendah (Cluster 0),-12.817120184129724,4.9598134308338935
243,47,0.0,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,0,2733.5,3.0,1.0,0.8888888888888888,4,3.414634146341464,0.11764705882352941,0.47058823529411764,1.7777777777777777,160.7941176470588,0.0,0.1111111111111111,0,Risiko Rendah (Cluster 0),-26.367913822444336,-0.24904324268910163
244,28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,0,2626.5,3.25,2.0,3.5,3,2.903225806451613,0.25,0.0,14.0,328.3125,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368231996671014,-0.24381125121166003
245,40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Sedang (5000-10000),> 5 Tahun,40-49,21-30 km,0,4198.0,2.0,0.25,3.5,2,12.38095238095238,0.2222222222222222,0.1111111111111111,3.5,466.44444444444446,0.0,0.875,0,Risiko Rendah (Cluster 0),-26.366688286479267,-0.22847964314317162
246,34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,3250.0,2.25,1.0,0.5,3,2.5806451612903225,0.2857142857142857,0.42857142857142855,0.5,464.2857142857143,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.367818111255595,-0.2476455985178377
247,44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,2966.5,3.0,0.6666666666666666,0.5,2,1.9047619047619047,0.18181818181818182,0.45454545454545453,1.0,269.6818181818182,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.367927862736718,-0.24598969660941417
248,25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,3424.0,1.75,1.0,0.5,2,0.9523809523809523,0.14285714285714285,0.2857142857142857,0.5,489.14285714285717,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36780339705333,-0.24811938105583117
249,34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2960.0,2.25,0.5,1.3333333333333333,3,1.9354838709677418,0.1111111111111111,0.4444444444444444,1.3333333333333333,328.8888888888889,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.36785784285555,-0.24705708709965382
250,60,0.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,0,3913.2,1.75,0.4166666666666667,4.833333333333333,1,6.363636363636363,0.14705882352941177,0.11764705882352941,4.833333333333333,115.09411764705882,0.0,0.36666666666666664,0,Risiko Rendah (Cluster 0),-26.367507160541034,-0.21093377076598147
251,32,0.0,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,4602.0,3.25,2.0,0.8,2,3.333333333333333,0.25,0.375,3.2,575.25,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368024991465163,-0.24808227340530686
252,28,0.0,Travel_Rarely,1475,Sales,13,2,Marketing,1,4,Female,84,3,2,Sales Executive,3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2,Sedang (5000-10000),1-2 Tahun,< 30,11-20 km,1,4927.0,3.5,0.6666666666666666,0.5,0,4.193548387096774,0.2857142857142857,0.5714285714285714,1.5,703.8571428571429,1.3978494623655913,0.6666666666666666,0,Risiko Rendah (Cluster 0),-19.58146695907708,-0.019943303883057706
253,36,0.0,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,4678.0,3.0,1.0,2.0,3,2.258064516129032,0.1111111111111111,0.2222222222222222,8.0,519.7777777777778,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368130273208493,-0.24590483320782966
254,45,0.0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,3252.0,3.25,3.0,1.0,4,0.9756097560975611,0.3,0.4,3.0,325.2,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36817272282223,-0.2529099272034726
255,32,0.0,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,Rendah (< 5000),> 5 Tahun,30-39,21-30 km,0,4025.0,3.0,0.125,0.8,3,9.35483870967742,0.09090909090909091,0.18181818181818182,2.4,365.90909090909093,0.0,0.7777777777777778,0,Risiko Rendah (Cluster 0),-26.367514667894657,-0.2342591023975944
256,42,0.0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,0,4199.75,2.5,4.0,20.0,3,3.225806451612903,0.18181818181818182,0.045454545454545456,20.0,190.89772727272728,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36850749421258,-0.23051329630843173
257,46,0.0,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,Tinggi (10000-15000),Baru Dipromosikan,40-49,0-5 km,1,3456.0,2.75,3.0,2.0,0,0.9523809523809523,0.21428571428571427,0.21428571428571427,8.0,246.85714285714286,0.23809523809523808,0.0,0,Risiko Rendah (Cluster 0),-26.304667220531975,-0.30687159119444757
258,40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,1,3190.0,2.5,1.0,2.0,0,7.096774193548387,0.2222222222222222,0.2222222222222222,6.0,354.44444444444446,2.3655913978494625,0.14285714285714285,0,Risiko Rendah (Cluster 0),4.880607354090374,0.07892261553866134
259,39,0.0,Travel_Rarely,835,Research & Development,19,4,Other,1,4,Male,41,3,2,Research Scientist,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,1951.0,3.25,0.6666666666666666,0.2222222222222222,3,6.129032258064516,0.25,0.625,0.8888888888888888,243.875,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.36783511741744,-0.2443551202873932
260,25,1.0,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,1,2872.0,3.25,2.0,3.0,0,1.6129032258064515,0.2857142857142857,0.0,9.0,410.2857142857143,0.5376344086021505,0.0,0,Risiko Rendah (Cluster 0),-25.906521411111683,-0.15382733916042204
261,29,0.0,Travel_Rarely,469,Sales,10,3,Medical,1,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,0,2934.5,3.0,1.0,0.5,3,3.225806451612903,0.2222222222222222,0.3333333333333333,1.5,326.05555555555554,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.368005198866324,-0.2462427338454633
262,24,0.0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,2774.0,2.75,0.5,5.0,3,5.806451612903226,0.14285714285714285,0.14285714285714285,15.0,396.2857142857143,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.367957029294473,-0.23882767136293356
263,35,0.0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,1,2007.0,3.25,2.0,5.0,0,19.09090909090909,0.18181818181818182,0.0,20.0,182.45454545454547,4.7727272727272725,0.0,0,Risiko Rendah (Cluster 0),218.51571981755066,23.507778209062188
264,48,0.0,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,4060.0,2.75,0.6666666666666666,0.5,3,0.6451612903225806,0.15384615384615385,0.7692307692307693,1.0,312.3076923076923,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.367929503561072,-0.25032623973022633
265,50,0.0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,4349.75,3.25,2.0,0.5,2,0.47619047619047616,0.12121212121212122,0.8181818181818182,2.0,131.81060606060606,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.36797590945595,-0.2598601267421483
