EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Cluster,Cluster_Label,PCA1,PCA2
447,36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,1,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,2,Risiko Rendah,1.4356863545093579,-0.7394383085873333
448,37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,1,2,Risiko Rendah,1.0145705756359695,0.22104228912307622
449,31,,Travel_Rarely,1079,Sales,16,4,Marketing,1,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,1,Risiko Sedang,-0.6306534284111923,0.19331886430477968
450,28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,-0.610183711863181,0.20418847543549232
451,49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,11-20 km,1,2,Risiko Rendah,4.636615001724811,-0.140088464016203
452,34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,1,Risiko Sedang,-0.4412013011497561,0.35958073099979954
453,36,,Non-Travel,894,Research & Development,1,4,Medical,1,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.7643946777437428,0.44212684337885866
454,53,,Travel_Rarely,1395,Research & Development,24,4,Medical,1,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,Sedang (5000-10000),1-2 Tahun,50+,21-30 km,0,1,Risiko Sedang,-0.3512006046804491,-0.08702819993295752
455,48,,Travel_Frequently,708,Sales,7,2,Medical,1,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Rendah (< 5000),> 5 Tahun,40-49,6-10 km,1,1,Risiko Sedang,-0.13775842198528582,0.16499600893662197
456,35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,1,Risiko Sedang,0.4718036298083048,0.4223207340111871
457,27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,0.5114906818750286,0.2592318126982524
458,48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Tinggi (10000-15000),3-5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,1.5657499518588578,0.29711607196047185
459,41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,1,Risiko Sedang,-0.7194399224224677,0.21151520559080353
460,36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,0.22481384255443637,-0.6829422810444992
461,40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,0,0,Risiko Tinggi,-0.7545003382997234,-1.6485932577422873
462,49,,Travel_Rarely,464,Research & Development,16,3,Medical,1,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,1,0,Risiko Tinggi,-1.108743787250947,-0.8438898144186564
463,31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,1,Risiko Sedang,0.3198506535700054,0.12457459429627038
464,20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-1.3951873582019,0.19679435495999698
465,37,,Travel_Rarely,370,Research & Development,10,4,Medical,1,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,Risiko Tinggi,0.1260235071090965,-1.7514579780729673
466,36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,0,Risiko Tinggi,-1.16140005227893,-0.6798424601128752
467,40,,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,1,1,Risiko Sedang,-0.8024178750388595,0.3859029663745152
468,35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,0.6745634385043228,1.3563975417845762
469,24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,0,1,Risiko Sedang,-0.6299883831877282,0.04540824736771876
470,23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.3717015853035042,0.41464671806272274
471,28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,0,1,Risiko Sedang,0.05164150248360211,0.06119792929002549
472,60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,50+,11-20 km,0,1,Risiko Sedang,-0.7866266446359793,0.15748557857664952
473,47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,1,2,Risiko Rendah,1.4918178777829385,0.7760168907634697
474,41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,0,2,Risiko Rendah,3.2245126968409363,-0.7522963799137206
475,24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,1,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,1,Risiko Sedang,-0.7120555933184336,-0.11865489927005785
476,29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,-0.8284752316397448,0.22969020402795184
477,37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.42843345687710427,0.3724519193939921
478,35,,Travel_Rarely,737,Sales,10,3,Medical,1,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,0,2,Risiko Rendah,1.2245796116158107,0.20954253772712417
479,29,,Travel_Rarely,468,Research & Development,28,4,Medical,1,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,0,Risiko Tinggi,-0.5966880526157438,-2.1027772266816256
480,55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Sedang (5000-10000),> 5 Tahun,50+,11-20 km,1,1,Risiko Sedang,0.12712161395081756,0.010479173626113059
481,30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,0,Risiko Tinggi,0.23952717524647982,-0.6253123378572394
482,42,,Travel_Rarely,1128,Research & Development,13,3,Medical,1,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,0,Risiko Tinggi,-1.0632203860008542,-0.681556753695578
483,29,,Travel_Rarely,441,Research & Development,8,1,Other,1,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,0,1,Risiko Sedang,0.3506148181144506,0.346807507831253
484,26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,0,1,Risiko Sedang,-0.2703504599199881,0.7680894867528869
485,29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,0,Risiko Tinggi,-0.4825267896548343,-0.7474201744511011
486,25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-0.9327176008786336,0.43945281739443715
487,38,,Travel_Rarely,1495,Research & Development,4,2,Medical,1,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,-1.3049862002311905,-0.5458402072637845
488,37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,0,0,Risiko Tinggi,1.1015653530363738,-1.0577491842753792
489,36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.7082503338742616,0.23728000592032478
490,41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,0,Risiko Tinggi,-1.3152208191498778,-1.5217719525962126
491,36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,0.03209062846980071,0.47348704897372923
492,38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,0,2,Risiko Rendah,1.8458534186125335,0.45314546278337664
493,49,,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,Tinggi (10000-15000),1-2 Tahun,40-49,6-10 km,1,2,Risiko Rendah,1.882948563976543,0.30728718676530087
494,38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,-1.3746211179594354,-0.45335769504461515
495,51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,Sangat Tinggi (>15000),3-5 Tahun,50+,21-30 km,0,2,Risiko Rendah,2.787017023733646,-1.1530920591595963
496,37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,1,1,Risiko Sedang,-0.04936590702739596,0.3215950217605857
497,20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-1.1917130974729067,0.31172194681618615
498,45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,1,Risiko Sedang,-0.7209506176416521,0.3501840100444639
499,24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,0,Risiko Tinggi,-1.3068230203519011,-1.8219961604437271
500,52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,Sedang (5000-10000),> 5 Tahun,50+,6-10 km,1,1,Risiko Sedang,0.3136175084733708,0.26324871660749966
501,49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,1,Risiko Sedang,0.21043426872082716,0.3939950825116227
502,23,,Travel_Rarely,1320,Research & Development,8,1,Medical,1,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-0.5357406954114033,0.2346846706332117
503,34,,Non-Travel,1375,Sales,10,3,Life Sciences,1,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,1,Risiko Sedang,0.8168899549158714,0.018659439946583145
504,28,,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,Risiko Tinggi,-1.376780951370149,-1.471970689782347
505,19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,0,Risiko Tinggi,-1.4806229682089462,-1.0049231888087753
506,46,,Travel_Rarely,734,Research & Development,2,4,Medical,1,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,1,1,Risiko Sedang,0.697954058994208,0.7085647258134794
507,24,0.0,Non-Travel,673,Research & Development,11,2,Other,1,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,0,Risiko Tinggi,-0.6894567508336582,-0.7658542781802369
508,22,0.0,Travel_Rarely,604,Research & Development,6,1,Medical,1,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-1.071107502054773,0.30917254404858113
509,43,,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,1,Risiko Sedang,-0.04470085501877241,0.28359274333259327
510,42,0.0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,0,2,Risiko Rendah,3.5540454922822855,-0.7692572650289109
511,33,0.0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,1,1,Risiko Sedang,-0.2454745593505702,0.2817841117881925
512,37,0.0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-0.02992293162970805,1.3526933321420271
513,39,0.0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,Sangat Tinggi (>15000),1-2 Tahun,30-39,0-5 km,1,2,Risiko Rendah,3.2536430950808723,0.42639887373779417
514,36,0.0,Travel_Frequently,607,Sales,7,3,Marketing,1,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,0.8682468018841568,-0.8097212946352796
515,50,0.0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,Tinggi (10000-15000),1-2 Tahun,50+,6-10 km,0,1,Risiko Sedang,0.02310428099465156,0.313225762465845
516,33,0.0,Travel_Rarely,213,Research & Development,7,3,Medical,1,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,0,2,Risiko Rendah,1.3899884304597605,1.219699255682636
517,43,0.0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,Sedang (5000-10000),3-5 Tahun,40-49,6-10 km,1,1,Risiko Sedang,0.0503885445074842,0.19315191714472799
518,31,,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,0,Risiko Tinggi,-0.2963956434803769,-1.5717293982029257
519,30,0.0,Travel_Rarely,1275,Research & Development,28,2,Medical,1,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,0,Risiko Tinggi,0.32786879944029756,-0.3071686774813965
520,35,,Travel_Frequently,880,Sales,12,4,Other,1,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,1,1,Risiko Sedang,0.3570985327683226,0.9792630359840768
521,36,1.0,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.5944111238110409,0.23423272885923369
522,53,,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,3,Female,78,2,3,Manufacturing Director,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,2,Risiko Rendah,3.9079538078955323,0.007385204734274564
523,54,,Travel_Rarely,157,Research & Development,10,3,Medical,1,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,Rendah (< 5000),1-2 Tahun,50+,6-10 km,1,1,Risiko Sedang,-0.48399443004856063,0.23056358631945162
524,40,,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,4,Male,86,3,1,Laboratory Technician,1,Single,2018,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,0,Risiko Tinggi,-0.7844133237520714,-1.6859848481313586
525,27,0.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,1,Risiko Sedang,-0.7820047712665088,0.3982254242406015
526,42,0.0,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,3.228514716788611,0.3906082050458187
527,36,1.0,Travel_Rarely,660,Research & Development,15,3,Other,1,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,0,Risiko Tinggi,-1.0071435603640142,-0.7942043389371793
528,29,0.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-0.12063190774573113,0.2754376277806356
529,37,0.0,Travel_Rarely,482,Research & Development,3,3,Other,1,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.7226939106685185,0.37483217851380957
530,32,,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-1.3517643793311795,0.411507627966238
531,40,0.0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,3.279138603131229,0.40729969400799193
