EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,tsne_1,tsne_2
419,39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,,62.11142349243164,5.825210094451904
420,32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,7,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,2,,47.86153030395508,2.571165084838867
421,37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,1,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,3,,-24.51041030883789,33.153526306152344
422,30,1.0,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,3,,-20.584781646728516,38.231292724609375
423,47,,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,,59.789485931396484,4.304019451141357
424,55,0.0,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,Sangat Tinggi (>15000),3-5 Tahun,50+,0-5 km,-1,,,
425,37,0.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-46.20056915283203,5.522017478942871
426,35,0.0,Travel_Rarely,619,Sales,1,3,Marketing,1,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,2,,44.66530227661133,28.91261100769043
427,46,0.0,Travel_Frequently,638,Research & Development,1,3,Medical,1,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,,51.34319305419922,0.6584088802337646
428,29,,Travel_Rarely,1082,Research & Development,9,4,Medical,1,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,6,,-12.799944877624512,-33.44322204589844
429,36,0.0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-21.438337326049805,-21.938037872314453
430,24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,Rendah (< 5000),3-5 Tahun,< 30,0-5 km,1,,-39.88315200805664,-5.056331634521484
431,50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,Risiko Sedang,49.41753005981445,-12.071398735046387
432,32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-26.20470428466797,-32.045047760009766
433,34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,1,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,,-33.36769104003906,-7.559149265289307
434,26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,1,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,5,,-34.336669921875,-14.533515930175781
435,33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,6,,-12.150558471679688,-19.267107009887695
436,48,,Travel_Rarely,1108,Research & Development,15,4,Other,1,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,Rendah (< 5000),> 5 Tahun,40-49,11-20 km,2,,40.510433197021484,28.742338180541992
437,35,,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,8,,-0.36702701449394226,17.58456802368164
438,38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-30.297632217407227,-3.6010777950286865
439,37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,5,,-21.125886917114258,-20.75310516357422
440,35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,Risiko Sedang,23.306211471557617,-14.117169380187988
441,32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,6,,-0.4436100423336029,-30.330583572387695
442,38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,,49.527584075927734,30.277090072631836
443,39,0.0,Travel_Rarely,117,Research & Development,10,1,Medical,1,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,Sangat Tinggi (>15000),> 5 Tahun,30-39,6-10 km,2,,64.4965591430664,3.564350128173828
444,33,0.0,Travel_Rarely,117,Research & Development,9,3,Medical,1,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,Rendah (< 5000),3-5 Tahun,30-39,6-10 km,7,Risiko Rendah,34.14718246459961,18.983247756958008
445,34,,Travel_Rarely,511,Sales,3,2,Life Sciences,1,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,6,,-1.753440022468567,-40.14155197143555
446,59,0.0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,6,,10.2657470703125,-23.007169723510742
447,36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,1,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,7,Risiko Rendah,24.141931533813477,25.44231414794922
448,37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,0,Risiko Sedang,21.80401039123535,-9.793966293334961
449,31,,Travel_Rarely,1079,Sales,16,4,Marketing,1,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,Risiko Sedang,20.963817596435547,-27.34282112121582
450,28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,,-47.33257293701172,-17.35782814025879
451,49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,11-20 km,-1,,,
452,34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,3,,-26.984106063842773,23.7578125
453,36,,Non-Travel,894,Research & Development,1,4,Medical,1,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,4,Risiko Tinggi,-2.2854650020599365,6.880463123321533
454,53,,Travel_Rarely,1395,Research & Development,24,4,Medical,1,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,Sedang (5000-10000),1-2 Tahun,50+,21-30 km,6,,7.337655544281006,-14.707504272460938
455,48,,Travel_Frequently,708,Sales,7,2,Medical,1,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Rendah (< 5000),> 5 Tahun,40-49,6-10 km,2,,41.80946350097656,7.763058662414551
456,35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,8,,10.282132148742676,30.706523895263672
457,27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,4,Risiko Tinggi,10.588995933532715,7.112687110900879
458,48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Tinggi (10000-15000),3-5 Tahun,40-49,0-5 km,2,,58.195613861083984,23.276853561401367
459,41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,5,,-26.835725784301758,-23.235727310180664
460,36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-35.78684616088867,-17.58007049560547
461,40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,6,,6.906407356262207,-31.927032470703125
462,49,,Travel_Rarely,464,Research & Development,16,3,Medical,1,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,3,,-11.48530387878418,38.5416374206543
463,31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,4,Risiko Tinggi,9.593931198120117,4.158877849578857
464,20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,1,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,3,,-29.513835906982422,25.931623458862305
465,37,,Travel_Rarely,370,Research & Development,10,4,Medical,1,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,6,,-10.16789722442627,-14.172008514404297
466,36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,1,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,,-36.98644256591797,24.88292694091797
467,40,,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,8,,-5.200784683227539,36.9621696472168
468,35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,Risiko Sedang,16.67157554626465,-10.271496772766113
469,24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,Rendah (< 5000),3-5 Tahun,< 30,11-20 km,4,Risiko Tinggi,-16.713077545166016,4.916343688964844
470,23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-46.44063949584961,-17.613666534423828
471,28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,1,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,11-20 km,4,Risiko Tinggi,-10.554758071899414,-8.233214378356934
472,60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,Sedang (5000-10000),1-2 Tahun,50+,11-20 km,5,,-19.382354736328125,-28.287513732910156
473,47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7,Sedang (5000-10000),1-2 Tahun,40-49,11-20 km,7,Risiko Rendah,22.731830596923828,32.65797805786133
474,41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,Sangat Tinggi (>15000),> 5 Tahun,40-49,6-10 km,-1,,,
475,24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,1,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,6,,-11.96182632446289,-34.24354553222656
476,29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,5,,-24.81869125366211,-32.86750793457031
477,37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,Risiko Sedang,20.106908798217773,-26.089014053344727
478,35,,Travel_Rarely,737,Sales,10,3,Medical,1,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,2,,54.39319610595703,24.285869598388672
479,29,,Travel_Rarely,468,Research & Development,28,4,Medical,1,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,4,Risiko Tinggi,-20.774858474731445,-6.665953636169434
480,55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,1,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Sedang (5000-10000),> 5 Tahun,50+,11-20 km,2,,42.96746826171875,8.291090965270996
481,30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,7,Risiko Rendah,22.17774772644043,23.9160213470459
482,42,,Travel_Rarely,1128,Research & Development,13,3,Medical,1,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,6,,-5.388718128204346,-20.280914306640625
483,29,,Travel_Rarely,441,Research & Development,8,1,Other,1,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,4,Risiko Tinggi,-4.010258674621582,-6.40130615234375
484,26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,Sedang (5000-10000),1-2 Tahun,< 30,21-30 km,4,Risiko Tinggi,-13.551802635192871,7.472557544708252
485,29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,1,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,3,,-26.741037368774414,41.79447555541992
486,25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,6,,-17.984214782714844,-38.417274475097656
487,38,,Travel_Rarely,1495,Research & Development,4,2,Medical,1,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-29.253026962280273,-30.234865188598633
488,37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,Rendah (< 5000),> 5 Tahun,30-39,11-20 km,2,,62.19203186035156,11.86800479888916
489,36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,5,,-27.18620491027832,-10.584790229797363
490,41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,5,,-23.877243041992188,-42.536685943603516
491,36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,8,,-1.143906831741333,31.297197341918945
492,38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,2,,49.663177490234375,22.908138275146484
493,49,,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,Tinggi (10000-15000),1-2 Tahun,40-49,6-10 km,0,Risiko Sedang,44.100582122802734,-11.019744873046875
494,38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,5,,-25.5560359954834,-24.88283920288086
495,51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,Sangat Tinggi (>15000),3-5 Tahun,50+,21-30 km,0,Risiko Sedang,53.510677337646484,-12.985865592956543
496,37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,2,,46.12638854980469,6.7045578956604
497,20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-43.72872543334961,22.241817474365234
498,45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,1,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,5,,-42.74284744262695,-23.784564971923828
499,24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,,-27.77322769165039,4.929166316986084
500,52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,Sedang (5000-10000),> 5 Tahun,50+,6-10 km,2,,43.61971664428711,7.9040093421936035
501,49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,1,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,0,Risiko Sedang,27.790821075439453,-23.618989944458008
502,23,,Travel_Rarely,1320,Research & Development,8,1,Medical,1,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,3,,-28.644001007080078,37.533912658691406
503,34,,Non-Travel,1375,Sales,10,3,Life Sciences,1,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,8,,-1.8562484979629517,15.868390083312988
504,28,,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,,-27.724655151367188,-1.6912816762924194
505,19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,1,,-41.49488067626953,19.14155387878418
506,46,,Travel_Rarely,734,Research & Development,2,4,Medical,1,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,0,Risiko Sedang,45.82353591918945,-20.443531036376953
507,24,0.0,Non-Travel,673,Research & Development,11,2,Other,1,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,4,Risiko Tinggi,-16.736623764038086,-0.877265989780426
508,22,0.0,Travel_Rarely,604,Research & Development,6,1,Medical,1,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,,-38.27061462402344,-2.881215810775757
509,43,,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,5,,-33.91563415527344,-20.829269409179688
